|  SP | White    | Black    | Chess960FEN                                                   |
| 886 | RQBKRBNN | rqbkrbnn | [FEN "rqbkrbnn/pppppppp/8/8/8/8/PPPPPPPP/RQBKRBNN w - - 0 1"] |
| 887 | RQBKRNNB | rqbkrnnb | [FEN "rqbkrnnb/pppppppp/8/8/8/8/PPPPPPPP/RQBKRNNB w - - 0 1"] |
| 888 | RBQKBRNN | rbqkbrnn | [FEN "rbqkbrnn/pppppppp/8/8/8/8/PPPPPPPP/RBQKBRNN w - - 0 1"] |
| 889 | RQKBBRNN | rqkbbrnn | [FEN "rqkbbrnn/pppppppp/8/8/8/8/PPPPPPPP/RQKBBRNN w - - 0 1"] |
| 890 | RQKRBBNN | rqkrbbnn | [FEN "rqkrbbnn/pppppppp/8/8/8/8/PPPPPPPP/RQKRBBNN w - - 0 1"] |
| 891 | RQKRBNNB | rqkrbnnb | [FEN "rqkrbnnb/pppppppp/8/8/8/8/PPPPPPPP/RQKRBNNB w - - 0 1"] |
| 892 | RBQKRNBN | rbqkrnbn | [FEN "rbqkrnbn/pppppppp/8/8/8/8/PPPPPPPP/RBQKRNBN w - - 0 1"] |
| 893 | RQKBRNBN | rqkbrnbn | [FEN "rqkbrnbn/pppppppp/8/8/8/8/PPPPPPPP/RQKBRNBN w - - 0 1"] |
| 894 | RQKRNBBN | rqkrnbbn | [FEN "rqkrnbbn/pppppppp/8/8/8/8/PPPPPPPP/RQKRNBBN w - - 0 1"] |
| 895 | RQKRNNBB | rqkrnnbb | [FEN "rqkrnnbb/pppppppp/8/8/8/8/PPPPPPPP/RQKRNNBB w - - 0 1"] |
| 896 | BBRKQRNN | bbrkqrnn | [FEN "bbrkqrnn/pppppppp/8/8/8/8/PPPPPPPP/BBRKQRNN w - - 0 1"] |
| 897 | BRKBQRNN | brkbqrnn | [FEN "brkbqrnn/pppppppp/8/8/8/8/PPPPPPPP/BRKBQRNN w - - 0 1"] |
| 898 | BRKQRBNN | brkqrbnn | [FEN "brkqrbnn/pppppppp/8/8/8/8/PPPPPPPP/BRKQRBNN w - - 0 1"] |
| 899 | BRKQRNNB | brkqrnnb | [FEN "brkqrnnb/pppppppp/8/8/8/8/PPPPPPPP/BRKQRNNB w - - 0 1"] |
| 900 | RBBKQRNN | rbbkqrnn | [FEN "rbbkqrnn/pppppppp/8/8/8/8/PPPPPPPP/RBBKQRNN w - - 0 1"] |
| 901 | RKBBQRNN | rkbbqrnn | [FEN "rkbbqrnn/pppppppp/8/8/8/8/PPPPPPPP/RKBBQRNN w - - 0 1"] |
| 902 | RKBQRBNN | rkbqrbnn | [FEN "rkbqrbnn/pppppppp/8/8/8/8/PPPPPPPP/RKBQRBNN w - - 0 1"] |
| 903 | RKBQRNNB | rkbqrnnb | [FEN "rkbqrnnb/pppppppp/8/8/8/8/PPPPPPPP/RKBQRNNB w - - 0 1"] |
| 904 | RBKQBRNN | rbkqbrnn | [FEN "rbkqbrnn/pppppppp/8/8/8/8/PPPPPPPP/RBKQBRNN w - - 0 1"] |
| 905 | RKQBBRNN | rkqbbrnn | [FEN "rkqbbrnn/pppppppp/8/8/8/8/PPPPPPPP/RKQBBRNN w - - 0 1"] |
| 906 | RKQRBBNN | rkqrbbnn | [FEN "rkqrbbnn/pppppppp/8/8/8/8/PPPPPPPP/RKQRBBNN w - - 0 1"] |
| 907 | RKQRBNNB | rkqrbnnb | [FEN "rkqrbnnb/pppppppp/8/8/8/8/PPPPPPPP/RKQRBNNB w - - 0 1"] |
| 908 | RBKQRNBN | rbkqrnbn | [FEN "rbkqrnbn/pppppppp/8/8/8/8/PPPPPPPP/RBKQRNBN w - - 0 1"] |
| 909 | RKQBRNBN | rkqbrnbn | [FEN "rkqbrnbn/pppppppp/8/8/8/8/PPPPPPPP/RKQBRNBN w - - 0 1"] |
| 910 | RKQRNBBN | rkqrnbbn | [FEN "rkqrnbbn/pppppppp/8/8/8/8/PPPPPPPP/RKQRNBBN w - - 0 1"] |
| 911 | RKQRNNBB | rkqrnnbb | [FEN "rkqrnnbb/pppppppp/8/8/8/8/PPPPPPPP/RKQRNNBB w - - 0 1"] |
| 912 | BBRKRQNN | bbrkrqnn | [FEN "bbrkrqnn/pppppppp/8/8/8/8/PPPPPPPP/BBRKRQNN w - - 0 1"] |
| 913 | BRKBRQNN | brkbrqnn | [FEN "brkbrqnn/pppppppp/8/8/8/8/PPPPPPPP/BRKBRQNN w - - 0 1"] |
| 914 | BRKRQBNN | brkrqbnn | [FEN "brkrqbnn/pppppppp/8/8/8/8/PPPPPPPP/BRKRQBNN w - - 0 1"] |
| 915 | BRKRQNNB | brkrqnnb | [FEN "brkrqnnb/pppppppp/8/8/8/8/PPPPPPPP/BRKRQNNB w - - 0 1"] |
| 916 | RBBKRQNN | rbbkrqnn | [FEN "rbbkrqnn/pppppppp/8/8/8/8/PPPPPPPP/RBBKRQNN w - - 0 1"] |
| 917 | RKBBRQNN | rkbbrqnn | [FEN "rkbbrqnn/pppppppp/8/8/8/8/PPPPPPPP/RKBBRQNN w - - 0 1"] |
| 918 | RKBRQBNN | rkbrqbnn | [FEN "rkbrqbnn/pppppppp/8/8/8/8/PPPPPPPP/RKBRQBNN w - - 0 1"] |
| 919 | RKBRQNNB | rkbrqnnb | [FEN "rkbrqnnb/pppppppp/8/8/8/8/PPPPPPPP/RKBRQNNB w - - 0 1"] |
| 920 | RBKRBQNN | rbkrbqnn | [FEN "rbkrbqnn/pppppppp/8/8/8/8/PPPPPPPP/RBKRBQNN w - - 0 1"] |
| 921 | RKRBBQNN | rkrbbqnn | [FEN "rkrbbqnn/pppppppp/8/8/8/8/PPPPPPPP/RKRBBQNN w - - 0 1"] |
| 922 | RKRQBBNN | rkrqbbnn | [FEN "rkrqbbnn/pppppppp/8/8/8/8/PPPPPPPP/RKRQBBNN w - - 0 1"] |
| 923 | RKRQBNNB | rkrqbnnb | [FEN "rkrqbnnb/pppppppp/8/8/8/8/PPPPPPPP/RKRQBNNB w - - 0 1"] |
| 924 | RBKRQNBN | rbkrqnbn | [FEN "rbkrqnbn/pppppppp/8/8/8/8/PPPPPPPP/RBKRQNBN w - - 0 1"] |
| 925 | RKRBQNBN | rkrbqnbn | [FEN "rkrbqnbn/pppppppp/8/8/8/8/PPPPPPPP/RKRBQNBN w - - 0 1"] |
| 926 | RKRQNBBN | rkrqnbbn | [FEN "rkrqnbbn/pppppppp/8/8/8/8/PPPPPPPP/RKRQNBBN w - - 0 1"] |
| 927 | RKRQNNBB | rkrqnnbb | [FEN "rkrqnnbb/pppppppp/8/8/8/8/PPPPPPPP/RKRQNNBB w - - 0 1"] |
| 928 | BBRKRNQN | bbrkrnqn | [FEN "bbrkrnqn/pppppppp/8/8/8/8/PPPPPPPP/BBRKRNQN w - - 0 1"] |
| 929 | BRKBRNQN | brkbrnqn | [FEN "brkbrnqn/pppppppp/8/8/8/8/PPPPPPPP/BRKBRNQN w - - 0 1"] |
| 930 | BRKRNBQN | brkrnbqn | [FEN "brkrnbqn/pppppppp/8/8/8/8/PPPPPPPP/BRKRNBQN w - - 0 1"] |
| 931 | BRKRNQNB | brkrnqnb | [FEN "brkrnqnb/pppppppp/8/8/8/8/PPPPPPPP/BRKRNQNB w - - 0 1"] |
| 932 | RBBKRNQN | rbbkrnqn | [FEN "rbbkrnqn/pppppppp/8/8/8/8/PPPPPPPP/RBBKRNQN w - - 0 1"] |
| 933 | RKBBRNQN | rkbbrnqn | [FEN "rkbbrnqn/pppppppp/8/8/8/8/PPPPPPPP/RKBBRNQN w - - 0 1"] |
| 934 | RKBRNBQN | rkbrnbqn | [FEN "rkbrnbqn/pppppppp/8/8/8/8/PPPPPPPP/RKBRNBQN w - - 0 1"] |
| 935 | RKBRNQNB | rkbrnqnb | [FEN "rkbrnqnb/pppppppp/8/8/8/8/PPPPPPPP/RKBRNQNB w - - 0 1"] |
| 936 | RBKRBNQN | rbkrbnqn | [FEN "rbkrbnqn/pppppppp/8/8/8/8/PPPPPPPP/RBKRBNQN w - - 0 1"] |
| 937 | RKRBBNQN | rkrbbnqn | [FEN "rkrbbnqn/pppppppp/8/8/8/8/PPPPPPPP/RKRBBNQN w - - 0 1"] |
| 938 | RKRNBBQN | rkrnbbqn | [FEN "rkrnbbqn/pppppppp/8/8/8/8/PPPPPPPP/RKRNBBQN w - - 0 1"] |
| 939 | RKRNBQNB | rkrnbqnb | [FEN "rkrnbqnb/pppppppp/8/8/8/8/PPPPPPPP/RKRNBQNB w - - 0 1"] |
| 940 | RBKRNQBN | rbkrnqbn | [FEN "rbkrnqbn/pppppppp/8/8/8/8/PPPPPPPP/RBKRNQBN w - - 0 1"] |
| 941 | RKRBNQBN | rkrbnqbn | [FEN "rkrbnqbn/pppppppp/8/8/8/8/PPPPPPPP/RKRBNQBN w - - 0 1"] |
| 942 | RKRNQBBN | rkrnqbbn | [FEN "rkrnqbbn/pppppppp/8/8/8/8/PPPPPPPP/RKRNQBBN w - - 0 1"] |
| 943 | RKRNQNBB | rkrnqnbb | [FEN "rkrnqnbb/pppppppp/8/8/8/8/PPPPPPPP/RKRNQNBB w - - 0 1"] |
| 944 | BBRKRNNQ | bbrkrnnq | [FEN "bbrkrnnq/pppppppp/8/8/8/8/PPPPPPPP/BBRKRNNQ w - - 0 1"] |
| 945 | BRKBRNNQ | brkbrnnq | [FEN "brkbrnnq/pppppppp/8/8/8/8/PPPPPPPP/BRKBRNNQ w - - 0 1"] |
| 946 | BRKRNBNQ | brkrnbnq | [FEN "brkrnbnq/pppppppp/8/8/8/8/PPPPPPPP/BRKRNBNQ w - - 0 1"] |
| 947 | BRKRNNQB | brkrnnqb | [FEN "brkrnnqb/pppppppp/8/8/8/8/PPPPPPPP/BRKRNNQB w - - 0 1"] |
| 948 | RBBKRNNQ | rbbkrnnq | [FEN "rbbkrnnq/pppppppp/8/8/8/8/PPPPPPPP/RBBKRNNQ w - - 0 1"] |
| 949 | RKBBRNNQ | rkbbrnnq | [FEN "rkbbrnnq/pppppppp/8/8/8/8/PPPPPPPP/RKBBRNNQ w - - 0 1"] |
| 950 | RKBRNBNQ | rkbrnbnq | [FEN "rkbrnbnq/pppppppp/8/8/8/8/PPPPPPPP/RKBRNBNQ w - - 0 1"] |
| 951 | RKBRNNQB | rkbrnnqb | [FEN "rkbrnnqb/pppppppp/8/8/8/8/PPPPPPPP/RKBRNNQB w - - 0 1"] |
| 952 | RBKRBNNQ | rbkrbnnq | [FEN "rbkrbnnq/pppppppp/8/8/8/8/PPPPPPPP/RBKRBNNQ w - - 0 1"] |
| 953 | RKRBBNNQ | rkrbbnnq | [FEN "rkrbbnnq/pppppppp/8/8/8/8/PPPPPPPP/RKRBBNNQ w - - 0 1"] |
| 954 | RKRNBBNQ | rkrnbbnq | [FEN "rkrnbbnq/pppppppp/8/8/8/8/PPPPPPPP/RKRNBBNQ w - - 0 1"] |
| 955 | RKRNBNQB | rkrnbnqb | [FEN "rkrnbnqb/pppppppp/8/8/8/8/PPPPPPPP/RKRNBNQB w - - 0 1"] |
| 956 | RBKRNNBQ | rbkrnnbq | [FEN "rbkrnnbq/pppppppp/8/8/8/8/PPPPPPPP/RBKRNNBQ w - - 0 1"] |
| 957 | RKRBNNBQ | rkrbnnbq | [FEN "rkrbnnbq/pppppppp/8/8/8/8/PPPPPPPP/RKRBNNBQ w - - 0 1"] |
| 958 | RKRNNBBQ | rkrnnbbq | [FEN "rkrnnbbq/pppppppp/8/8/8/8/PPPPPPPP/RKRNNBBQ w - - 0 1"] |
| 959 | RKRNNQBB | rkrnnqbb | [FEN "rkrnnqbb/pppppppp/8/8/8/8/PPPPPPPP/RKRNNQBB w - - 0 1"] |
